date,daily_return,portfolio_value,position_scalar,sentiment_score
2024-11-19,0.0097398,91608384.16442068,1.0,0.5331626137428375
2024-11-20,0.016153340000000002,93088165.54067919,1.0,0.5331626137428375
2024-11-21,0.0029314,93361044.18914513,1.0,0.5331626137428375
2024-11-22,-0.02838858,90710656.71729805,1.0,0.5331626137428375
2024-11-25,0.0036731000000000008,91043846.03048636,0.8,1.369964963445683
2024-11-26,-0.00394348,90684816.44454207,0.8,1.5076876466966196
2024-11-27,0.005453679999999999,91179382.41428934,0.8,1.5076876466966196
2024-11-28,0.00291326,91445011.66190158,0.8,1.5076876466966196
2024-11-29,0.007444940000000001,92125814.28702374,0.8,1.5076876466966196
2024-12-02,0.015127800000000002,93519475.18039496,0.8,1.5076876466966196
2024-12-03,0.0030656399999999997,93806172.22428699,0.8,1.5076876466966196
2024-12-04,-0.0061686,93227519.47030425,0.8,1.5076876466966196
